date,in_2,in_8,in_20
7/12/2002,0,1.7,6.9
7/13/2002,0,1.8,7.3
7/14/2002,0.4,1.7,6.9
7/15/2002,0,1.7,6.7
7/16/2002,0,1.4,6.4
7/17/2002,0,1.3,7
7/18/2002,0,1.8,6.9
7/19/2002,0,1.3,6.5
7/20/2002,0,1.2,7
7/21/2002,0,1.1,7.2
7/22/2002,0,1.4,7.1
7/23/2002,0,1.3,6.4
7/24/2002,0,0.7,6.2
7/25/2002,0,1.1,6.6
7/26/2002,0,0.7,6.8
7/27/2002,0,0.9,6.7
7/28/2002,0,0.9,6.4
7/29/2002,0,0.6,6.6
7/30/2002,0,1,6.6
7/31/2002,0,1.3,6.5
8/1/2002,0,1.4,6.4
8/2/2002,0,0.9,6.4
8/3/2002,0,0.8,6.3
8/4/2002,0,0.8,6.4
8/5/2002,0,0.7,6.6
8/6/2002,0,0.3,6
8/7/2002,0,0.3,6.1
8/8/2002,15.5,0.2,6.9
8/9/2002,-99.9,-99.9,-99.9
8/10/2002,-99.9,-99.9,-99.9
8/11/2002,-99.9,-99.9,-99.9
8/12/2002,-99.9,-99.9,-99.9
8/13/2002,-99.9,-99.9,-99.9
8/14/2002,-99.9,-99.9,-99.9
8/15/2002,-99.9,-99.9,-99.9
8/16/2002,-99.9,-99.9,-99.9
8/17/2002,-99.9,-99.9,-99.9
8/18/2002,-99.9,-99.9,-99.9
8/19/2002,-99.9,-99.9,-99.9
8/20/2002,-99.9,-99.9,-99.9
8/21/2002,-99.9,-99.9,-99.9
8/22/2002,-99.9,-99.9,-99.9
8/23/2002,-99.9,-99.9,-99.9
8/24/2002,-99.9,-99.9,-99.9
8/25/2002,-99.9,-99.9,-99.9
8/26/2002,-99.9,-99.9,-99.9
8/27/2002,-99.9,-99.9,-99.9
8/28/2002,0.9,1,6.8
8/29/2002,0,0.6,6.8
8/30/2002,0.1,0.5,6.2
8/31/2002,0,0.3,6.3
9/1/2002,0,0.3,5.9
9/2/2002,0,0.4,6.5
9/3/2002,0,0.7,5.9
9/4/2002,0,0.6,6.1
9/5/2002,0,0.5,6.5
9/6/2002,0,0.8,6.2
9/7/2002,0,0.3,6.2
9/8/2002,0,0.3,5.7
9/9/2002,0,0.2,6.1
9/10/2002,0.6,0,6
9/11/2002,5.3,0.3,6.4
9/12/2002,10.8,0.1,4.9
9/13/2002,13.4,0,6.4
9/14/2002,13.5,0,5.7
9/15/2002,12.6,0.3,5.8
9/16/2002,11.2,0.4,6.4
9/17/2002,8.5,0.4,5.1
9/18/2002,7.1,0.4,5.8
9/19/2002,12.7,0,4.9
9/20/2002,27.1,19.9,27
9/21/2002,10.9,0,5.2
9/22/2002,9,0,5.2
9/23/2002,41.1,133954.2,41.2
9/24/2002,6.7,0,5.6
9/25/2002,5.7,0.2,5.3
9/26/2002,129672.1,130450.5,132211.4
9/27/2002,10.2,0.2,4.6
9/28/2002,12.4,0,4.8
9/29/2002,0,0,131160.6
9/30/2002,0,0,-99.9
10/1/2002,41.2,40.4,40.6
10/2/2002,35.8,32.7,32.8
10/3/2002,0,0,130118.6
10/4/2002,17.1,12.1,6.3
10/5/2002,0,0,0
10/6/2002,0,0,0
10/7/2002,42.3,41.3,40.7
10/8/2002,0,0,130505.8
10/9/2002,0,0,130202.1
10/10/2002,-99.9,-99.9,-99.9
10/11/2002,-99.9,-99.9,-99.9
10/12/2002,-99.9,-99.9,-99.9
10/13/2002,-99.9,-99.9,-99.9
10/14/2002,-99.9,-99.9,-99.9
10/15/2002,-99.9,-99.9,-99.9
10/16/2002,-99.9,-99.9,-99.9
10/17/2002,-99.9,-99.9,-99.9
10/18/2002,-99.9,-99.9,-99.9
10/19/2002,-99.9,-99.9,-99.9
10/20/2002,-99.9,-99.9,-99.9
10/21/2002,-99.9,-99.9,-99.9
10/22/2002,-99.9,-99.9,-99.9
10/23/2002,-99.9,-99.9,-99.9
10/24/2002,-99.9,-99.9,-99.9
10/25/2002,-99.9,-99.9,-99.9
10/26/2002,-99.9,-99.9,-99.9
10/27/2002,-99.9,-99.9,-99.9
10/28/2002,-99.9,-99.9,-99.9
10/29/2002,-99.9,-99.9,-99.9
10/30/2002,-99.9,-99.9,-99.9
10/31/2002,-99.9,-99.9,-99.9
11/1/2002,-99.9,-99.9,-99.9
11/2/2002,-99.9,-99.9,-99.9
11/3/2002,-99.9,-99.9,-99.9
11/4/2002,-99.9,-99.9,-99.9
11/5/2002,-99.9,-99.9,-99.9
11/6/2002,-99.9,-99.9,-99.9
11/7/2002,-99.9,-99.9,-99.9
11/8/2002,-99.9,-99.9,-99.9
11/9/2002,-99.9,-99.9,-99.9
11/10/2002,-99.9,-99.9,-99.9
11/11/2002,-99.9,-99.9,-99.9
11/12/2002,-99.9,-99.9,-99.9
11/13/2002,-99.9,-99.9,-99.9
11/14/2002,-99.9,-99.9,-99.9
11/15/2002,-99.9,-99.9,-99.9
11/16/2002,-99.9,-99.9,-99.9
11/17/2002,-99.9,-99.9,-99.9
11/18/2002,-99.9,-99.9,-99.9
11/19/2002,-99.9,-99.9,-99.9
11/20/2002,-99.9,-99.9,-99.9
11/21/2002,-99.9,-99.9,-99.9
11/22/2002,-99.9,-99.9,-99.9
11/23/2002,-99.9,-99.9,-99.9
11/24/2002,-99.9,-99.9,-99.9
11/25/2002,-99.9,-99.9,-99.9
11/26/2002,-99.9,-99.9,-99.9
11/27/2002,-99.9,-99.9,-99.9
11/28/2002,-99.9,-99.9,-99.9
11/29/2002,-99.9,-99.9,-99.9
11/30/2002,12.9,11.1,5.2
12/1/2002,12.3,11.1,6.2
12/2/2002,12.4,10.9,6
12/3/2002,12.7,10.9,6
12/4/2002,12.1,11,6
12/5/2002,11.6,18.7,5.6
12/6/2002,12.6,11,6.5
12/7/2002,11.4,10.9,5.1
12/8/2002,11.5,10.7,6
12/9/2002,12.3,10.7,6.2
12/10/2002,11.3,10.6,5.2
12/11/2002,10.8,10.6,6
12/12/2002,10.7,10.4,4.9
12/13/2002,10.6,10.5,6.1
12/14/2002,23.8,10.2,12.6
12/15/2002,23.4,10.2,0
12/16/2002,9.9,10.2,0
12/17/2002,10.8,10.3,5.5
12/18/2002,10.3,10.1,6.6
12/19/2002,9.7,10.1,5.1
12/20/2002,9.6,9.9,6.2
12/21/2002,9.7,9.8,5
12/22/2002,8.8,9.8,6.3
12/23/2002,9.1,9.5,6.1
12/24/2002,8.7,9.6,5.6
12/25/2002,9.1,9.5,6.1
12/26/2002,8.7,9.4,5.9
12/27/2002,9.3,9.5,5.3
12/28/2002,8.8,9.1,5.3
12/29/2002,8.2,9.2,5.5
12/30/2002,7.9,9.1,6
12/31/2002,8.1,8.9,6.5
1/1/2003,7.5,9,6.4
1/2/2003,8.1,9,6.1
1/3/2003,5.4,10.5,3.7
1/4/2003,-99.9,-99.9,-99.9
1/5/2003,7.2,8.7,5.9
1/6/2003,7.2,8.9,5.5
1/7/2003,7.5,8.4,6.4
1/8/2003,0,8.6,5.5
1/9/2003,0,8.4,5.9
1/10/2003,6.8,8.3,6
1/11/2003,7.3,8.4,5.2
1/12/2003,0,0,0
1/13/2003,0,0,0
1/14/2003,0,0,0
1/15/2003,23.8,21,24.8
1/16/2003,6.8,8,6.1
1/17/2003,0,0,0
1/18/2003,0,0,0
1/19/2003,0,0,0
1/20/2003,0,0,0
1/21/2003,0,0,0
1/22/2003,6.2,7.9,6.1
1/23/2003,0,0,0
1/24/2003,0,0,0
1/25/2003,0,0,0
1/26/2003,6.5,7.5,6.5
1/27/2003,6.9,7.7,6.2
1/28/2003,0,0,0
1/29/2003,0,0,0
1/30/2003,0,0,0
1/31/2003,6.3,7.2,5.9
2/1/2003,6.3,7.5,5.4
2/2/2003,34.3,0,35.4
2/3/2003,27.5,27,28.5
2/4/2003,5.8,7.3,5.9
2/5/2003,6.4,7.1,6.5
2/6/2003,6.4,7.2,6.4
2/7/2003,0,0,0
2/8/2003,-99.9,-99.9,-99.9
2/9/2003,-99.9,-99.9,-99.9
2/10/2003,-99.9,-99.9,-99.9
2/11/2003,-99.9,-99.9,-99.9
2/12/2003,-99.9,-99.9,-99.9
2/13/2003,-99.9,-99.9,-99.9
2/14/2003,-99.9,-99.9,-99.9
2/15/2003,-99.9,-99.9,-99.9
2/16/2003,-99.9,-99.9,-99.9
2/17/2003,0,0,0
2/18/2003,3.9,6.6,6.4
2/19/2003,4.3,6.5,5.7
2/20/2003,3.9,6.7,5.9
2/21/2003,-99.9,-99.9,-99.9
2/22/2003,4.1,6.6,6.2
2/23/2003,0,0,0
2/24/2003,29.2,29.3,32.3
2/25/2003,-99.9,-99.9,-99.9
2/26/2003,-99.9,-99.9,-99.9
2/27/2003,-99.9,-99.9,-99.9
2/28/2003,-99.9,-99.9,-99.9
3/1/2003,-99.9,-99.9,-99.9
3/2/2003,-99.9,-99.9,-99.9
3/3/2003,-99.9,-99.9,-99.9
3/4/2003,-99.9,-99.9,-99.9
3/5/2003,-99.9,-99.9,-99.9
3/6/2003,-99.9,-99.9,-99.9
3/7/2003,-99.9,-99.9,-99.9
3/8/2003,-99.9,-99.9,-99.9
3/9/2003,4.1,6.2,5.8
3/10/2003,3.8,6,6.1
3/11/2003,4.2,6.1,6.1
3/12/2003,0,0,0
3/13/2003,5.2,6.3,6.3
3/14/2003,4.3,6,5.8
3/15/2003,0,0,0
3/16/2003,0,0,0
3/17/2003,0,0,0
3/18/2003,0,0,0
3/19/2003,0,0,0
3/20/2003,0,0,0
3/21/2003,0,0,0
3/22/2003,0,0,0
3/23/2003,9.1,6.2,6.7
3/24/2003,0,0,0
3/25/2003,23.7,19.5,25.1
3/26/2003,11.2,6.4,6.1
3/27/2003,11.8,6.3,6.4
3/28/2003,11.6,6.7,6.4
3/29/2003,0,0,0
3/30/2003,0,0,0
3/31/2003,0,0,0
4/1/2003,13.3,7.2,5.5
4/2/2003,15.2,7.4,6.4
4/3/2003,0,0,0
4/4/2003,0,0,0
4/5/2003,0,0,0
4/6/2003,0,0,0
4/7/2003,0,0,0
4/8/2003,29.7,25,25.4
4/9/2003,17.5,12,5.4
4/10/2003,19.5,12.5,6.7
4/11/2003,0,0,37.1
4/12/2003,21.9,27.3,15.1
4/13/2003,0,0,0
4/14/2003,23.5,30.4,23.2
4/15/2003,23.6,31.3,23.9
4/16/2003,15.7,10.2,20.9
4/17/2003,24,31,23.6
4/18/2003,24.2,30.2,23.8
4/19/2003,0,0,0
4/20/2003,39.6,40.6,40.5
4/21/2003,24.6,31.7,23.6
4/22/2003,25.5,32.9,26
4/23/2003,6.9,22.3,24.6
4/24/2003,0,0,0
4/25/2003,24.1,28.8,25
4/26/2003,26.1,32.5,26.2
4/27/2003,27.6,33.3,26.5
4/28/2003,0,0,0
4/29/2003,27.2,33,27.2
4/30/2003,27,32.6,27
5/1/2003,26.7,32.2,27
5/2/2003,26.6,31.9,26.6
5/3/2003,26.9,32.3,27
5/4/2003,34.8,38.2,39.2
5/5/2003,25.2,29.7,25.7
5/6/2003,0,0,0
5/7/2003,0,0,0
5/8/2003,25.9,29.8,25.3
5/9/2003,0,0,0
5/10/2003,0,0,0
5/11/2003,0,0,0
5/12/2003,27.2,31.9,26.9
5/13/2003,27.8,32.3,27.7
5/14/2003,38.5,40.1,40.3
5/15/2003,27.9,32.9,27.7
5/16/2003,27.7,32.2,27.6
5/17/2003,28.2,32.1,27.4
5/18/2003,27.5,31.7,27.2
5/19/2003,28.2,32.1,27.2
5/20/2003,40.8,41.7,42.2
5/21/2003,25.9,29.9,26.4
5/22/2003,24.4,28.3,25.9
5/23/2003,23,27.1,25.7
5/24/2003,21.2,26.1,25.9
5/25/2003,19.6,25,25.1
5/26/2003,19,24.2,25.6
5/27/2003,17.9,25.8,24.4
5/28/2003,16.5,23.2,25
5/29/2003,15.4,22.7,25.2
5/30/2003,15,22.3,24.9
5/31/2003,13.3,21.8,24.7
6/1/2003,12.9,21.5,24.7
6/2/2003,12.4,20.7,25
6/3/2003,11.9,20.5,24.7
6/4/2003,11.5,20.2,24.5
6/5/2003,11.2,19.7,24.1
6/6/2003,10.6,19.3,24.2
6/7/2003,39.8,40.6,43
6/8/2003,9.8,18.5,23.6
6/9/2003,27.1,33.4,39.1
6/10/2003,-99.9,-99.9,-99.9
6/11/2003,8.3,17.2,23.3
6/12/2003,8.4,16.8,23.2
6/13/2003,8.1,16.6,22.9
6/14/2003,1.8,5.8,7.4
6/15/2003,7.3,15.6,22.4
6/16/2003,41.1,43.4,52
6/17/2003,6.1,14.9,22.4
6/18/2003,5.9,14.4,22
6/19/2003,5.8,14,21.9
6/20/2003,5.6,13.8,21.7
6/21/2003,5.2,13.6,21.4
6/22/2003,6.1,13.5,21.1
6/23/2003,6.6,13.7,21
6/24/2003,6.7,13.3,21.5
6/25/2003,5.2,12.9,20.7
6/26/2003,4.7,12.3,21.4
6/27/2003,5,12.1,20.3
6/28/2003,5,12,20.6
6/29/2003,5.6,11.6,20.6
6/30/2003,37.7,39.3,41
7/1/2003,12,12.7,27.7
7/2/2003,4.1,10.1,19.8
7/3/2003,4.9,10,19.5
7/4/2003,4.3,9.4,19.1
7/5/2003,4.1,8.8,18.3
7/6/2003,3.7,8.8,18
7/7/2003,2.4,7.9,18.7
7/8/2003,39.8,40.3,42.3
7/9/2003,3.1,7.4,17.7
7/10/2003,3,7.6,17.3
7/11/2003,2.8,7.1,17.1
7/12/2003,2.3,6.7,17
7/13/2003,2.5,6.4,16.5
7/14/2003,1.6,6,15.9
7/15/2003,1.8,5.8,15.6
7/16/2003,1.5,5.7,15.2
7/17/2003,135317.2,135162.3,133695.2
7/18/2003,1,5.4,14.7
7/19/2003,134879.8,134803.8,132713
7/20/2003,135092,136333.6,77.8
7/21/2003,0.3,4.7,14.4
7/22/2003,0.5,5,14.2
7/23/2003,133054.8,133395.3,131951.2
7/24/2003,1.5,4.7,14
7/25/2003,132367.3,132902.4,132061.9
7/26/2003,2.6,4.7,13.8
7/27/2003,36.6,36.6,40.3
7/28/2003,4.1,4.6,13.2
7/29/2003,4.1,4.7,13.5
7/30/2003,132113,132492.4,131547.6
7/31/2003,4,3.7,12.6
8/1/2003,25.1,24.8,34.6
8/2/2003,3.5,4,12.2
8/3/2003,130165.8,130882.9,130687.3
8/4/2003,131332.7,131715.5,132060.5
8/5/2003,130262,130516.2,0
8/6/2003,131670.8,131267.1,130435.9
8/7/2003,130589.2,130703.2,130453.5
8/8/2003,131201.6,131032.6,130471.8
8/9/2003,132335.8,132038.6,130804.9
8/10/2003,132116.9,131991.9,130795.4
8/11/2003,129836.5,130546.8,130821.9
8/12/2003,130263.5,130562,130415.5
8/13/2003,129824.9,130382.8,130324.9
8/14/2003,130082.2,130638,130330.4
8/15/2003,130185.8,130856,130285.2
8/16/2003,130436.5,131063.2,130553.8
8/17/2003,3.4,3.3,12
8/18/2003,0,0,0
8/19/2003,4.2,3.8,11.4
8/20/2003,129406.4,129682.9,0
8/21/2003,131147.9,130814.1,0
8/22/2003,130406.1,130451.4,0
8/23/2003,0,129314.6,0
8/24/2003,0,0,0
8/25/2003,0,0,0
8/26/2003,0,0,0
8/27/2003,0,129199.9,0
8/28/2003,-99.9,-99.9,-99.9
8/29/2003,6.1,4.5,11.2
8/30/2003,6,4.6,11.4
8/31/2003,5,4.2,11.6
9/1/2003,4.3,4.2,11.2
9/2/2003,4.5,4.3,11.3
9/3/2003,4.1,4.3,11.4
9/4/2003,3.2,4.2,11.1
9/5/2003,2.7,3.6,11.2
9/6/2003,2.7,3.7,10.7
9/7/2003,2.6,3.8,10.9
9/8/2003,2.3,3.6,11
9/9/2003,2.8,3.9,11
9/10/2003,3.2,3.3,10.6
9/11/2003,5.9,3.3,10.6
9/12/2003,11.4,3,10.1
9/13/2003,16.1,4,9.4
9/14/2003,15.8,7.9,9.6
9/15/2003,15.4,9.6,10.1
9/16/2003,20.6,9.1,10.5
9/17/2003,14.1,10,10
9/18/2003,12.5,10,9.8
9/19/2003,11.4,9.6,11.1
9/20/2003,11.8,9.5,9.9
9/21/2003,9.9,9.3,10.1
9/22/2003,9.1,9.4,10.8
9/23/2003,8.9,9.2,9.9
9/24/2003,8,8.7,10.6
9/25/2003,7.6,8.8,10.7
9/26/2003,6.9,8.3,10.1
9/27/2003,6,8.3,11
9/28/2003,6,8.1,10.9
9/29/2003,5,7.9,11
9/30/2003,4.6,7.6,10
9/30/2003,-99.9,-99.9,-99.9
10/1/2003,4.1,7.3,10.5
10/2/2003,3.7,6.8,10.5
10/3/2003,4.3,6.2,10.9
10/4/2003,5.2,6.3,10.7
10/5/2003,7.5,6,11
10/6/2003,9.6,6.1,10
10/7/2003,9.9,6.3,10.3
10/8/2003,10.1,6.3,10.3
10/9/2003,8.6,6.5,10.3
10/10/2003,8.4,6.5,9.6
10/11/2003,8.8,6.4,10.4
10/12/2003,8.3,6.4,10.1
10/13/2003,8.5,6.6,10.1
10/14/2003,8.2,6.1,10.5
10/15/2003,7.3,6.2,9.3
10/16/2003,7.5,6.4,9.4
10/17/2003,7.4,6.5,10.1
10/18/2003,7.2,6.4,9.5
10/19/2003,6.4,6.4,10.1
10/20/2003,6,6.2,10.4
10/21/2003,5.5,6.4,9.9
10/22/2003,5.8,6.3,10
10/23/2003,5,6.2,10.2
10/24/2003,5.2,6.2,10.1
10/25/2003,4.9,5.8,10.2
10/26/2003,4.2,5.6,9.4
10/27/2003,4.4,5.4,9.9
10/28/2003,4.2,5.7,10
10/29/2003,4.5,5.7,9.6
10/30/2003,4.1,5.6,9.8
10/31/2003,3.9,5.2,9.4
11/1/2003,3.7,5.2,9.6
11/2/2003,4.1,5.3,10
11/3/2003,2.9,5,9.2
11/4/2003,3.5,4.9,9.9
11/5/2003,3.6,5,9.4
11/6/2003,3,4.9,9.8
11/7/2003,2.9,4.8,9.9
11/8/2003,2,0,9.7
11/9/2003,2.2,0,11.6
11/10/2003,4.1,5,9.2
11/11/2003,4.3,5,9.4
11/12/2003,3.9,5.1,9.8
11/13/2003,3.4,5,9.5
11/14/2003,3.9,5,9.4
11/15/2003,4.5,4.9,9.7
11/16/2003,4.8,5.2,9.7
11/17/2003,5.8,5.2,9.6
11/18/2003,5.8,5.2,9.6
11/19/2003,6.5,5.3,10
11/20/2003,6.1,5.2,10.1
11/21/2003,6.3,5,9.9
11/22/2003,6.8,5.3,9.3
11/23/2003,7.4,5.2,9.4
11/24/2003,7.7,5.4,9.5
11/25/2003,8,5.5,9.1
11/26/2003,8,5.2,9.6
11/27/2003,8.1,5.3,9.3
11/28/2003,7.1,5.6,9.1
11/29/2003,7.9,6,9.6
11/30/2003,7,5.7,10.1
12/1/2003,7.3,5.7,10
12/2/2003,7.7,5.6,9.7
12/3/2003,7.7,5.8,9.8
12/4/2003,7.5,5.9,9.3
12/5/2003,7.9,6.1,8.8
12/6/2003,7,6,9.6
12/7/2003,7.5,6,9.9
12/8/2003,6.9,5.9,9.6
12/9/2003,7.3,6,9.4
12/10/2003,7.4,6.3,9.5
12/11/2003,7.8,5.8,9
12/12/2003,7.4,6.5,9.4
12/13/2003,6.8,6.2,9.3
12/14/2003,7.7,5.9,9.5
12/15/2003,7,6.2,9.9
12/16/2003,7.2,6.1,9.6
12/17/2003,7.4,6.1,9.4
12/18/2003,7,6.2,9.2
12/19/2003,7.6,6.4,9.6
12/20/2003,6.6,6.3,9.7
12/21/2003,7.4,6.2,10
12/22/2003,6.7,6.2,9.2
12/23/2003,7.1,6,9.4
12/24/2003,7.2,6.2,9.9
12/25/2003,6.8,6.2,9.2
12/26/2003,7.1,6,9.4
12/27/2003,7.2,6.4,9.4
12/28/2003,7.1,6.5,9.1
12/29/2003,7.1,6.2,9.5
12/30/2003,6.9,6.3,9.7
12/31/2003,7.1,6.5,9.7
1/1/2004,6.7,6.1,9.2
1/2/2004,6.8,6.4,9.1
1/3/2004,6.9,6.4,9.5
1/4/2004,6.7,6.6,9.4
1/5/2004,6.9,6.2,9.3
1/6/2004,6.8,6.4,9.2
1/7/2004,6.3,6.2,9.5
1/8/2004,6.8,6.1,9.4
1/9/2004,6.7,6.4,10
1/10/2004,6.9,6.4,9.2
1/11/2004,7,6.1,9.5
1/12/2004,6.6,6.1,10.1
1/13/2004,7.2,6.3,9.3
1/14/2004,6.7,6.4,9.6
1/15/2004,6.7,6.5,9.5
1/16/2004,6.5,6.4,9.9
1/17/2004,7,6.4,9.9
1/18/2004,-99.9,-99.9,-99.9
1/19/2004,6.8,6.1,9.9
1/20/2004,7.1,6.5,9.4
1/21/2004,7.3,6.6,9.6
1/22/2004,15.9,6.2,9.6
1/23/2004,4.6,0,9.9
1/24/2004,6.5,6.6,9.7
1/25/2004,6.9,6.4,9.6
1/26/2004,6.7,6.4,9.6
1/27/2004,6.6,6.5,10
1/28/2004,7.1,6.3,9
1/29/2004,6.7,6.5,9.5
1/30/2004,6.5,6.6,9.9
1/31/2004,6.6,6.5,9.2
2/1/2004,6.8,6.4,9.4
2/2/2004,6.6,6.5,9.4
2/3/2004,5.8,6.6,9.5
2/4/2004,6.5,6.2,9.7
2/5/2004,6,6.5,9.6
2/6/2004,5.9,6.2,9.8
2/7/2004,6.3,6.6,9.9
2/8/2004,6.2,6.7,9.5
2/9/2004,6.2,6.2,9.4
2/10/2004,-99.9,-99.9,-99.9
2/11/2004,-99.9,-99.9,-99.9
2/12/2004,-99.9,-99.9,-99.9
2/13/2004,-99.9,-99.9,-99.9
2/14/2004,-99.9,-99.9,-99.9
2/15/2004,-99.9,-99.9,-99.9
2/16/2004,-99.9,-99.9,-99.9
2/17/2004,-99.9,-99.9,-99.9
2/18/2004,-99.9,-99.9,-99.9
2/19/2004,-99.9,-99.9,-99.9
2/20/2004,-99.9,-99.9,-99.9
2/21/2004,-99.9,-99.9,-99.9
2/22/2004,-99.9,-99.9,-99.9
2/23/2004,-99.9,-99.9,-99.9
2/24/2004,-99.9,-99.9,-99.9
2/25/2004,5.2,6.4,9.4
2/26/2004,5.1,6.4,9.6
2/27/2004,4.7,6.4,9.5
2/28/2004,4.8,6.1,9.5
2/29/2004,5.2,6,10
3/1/2004,4.6,6,9.1
3/2/2004,4.7,6,9.6
3/3/2004,5.1,6,9.6
3/4/2004,4.7,6,9.7
3/5/2004,4.7,6,10.2
3/6/2004,4.6,5.8,9.6
3/7/2004,5.1,6.1,10.3
3/8/2004,4.9,6.1,9.5
3/9/2004,4.9,6.3,10.3
3/10/2004,4.8,6.1,9.1
3/11/2004,5.4,6.2,9.9
3/12/2004,6.5,6.1,10.1
3/13/2004,7.9,6,9.5
3/14/2004,8,5.8,9.5
3/15/2004,8.8,5.8,9.5
3/16/2004,9.6,6.1,10.1
3/17/2004,8.6,0,10.1
3/18/2004,10.5,6.3,9.6
3/19/2004,11.4,6.6,9.6
3/20/2004,14.2,6.2,10
3/21/2004,18.2,23.4,10.2
3/22/2004,20.9,25.7,9.6
3/23/2004,22.1,26.1,9.6
3/24/2004,21.9,25.8,11.9
3/25/2004,23.2,26.8,22.3
3/26/2004,24.5,27.5,24.6
3/27/2004,24.6,27.4,25
3/28/2004,22.1,25.4,24.3
3/29/2004,21.8,24.8,23.7
3/30/2004,24.5,26.7,24.1
3/31/2004,24.9,27.8,25.9
4/1/2004,25.2,28.1,25.7
4/2/2004,25.6,28.3,26.2
4/3/2004,24.9,27.6,25.1
4/4/2004,23.7,26,24.7
4/5/2004,23.7,25.7,24.6
4/6/2004,24.8,26.5,24.9
4/7/2004,23.9,26.1,25
4/8/2004,24.5,26.4,24.9
4/9/2004,26.1,28,25.3
4/10/2004,24.6,26.5,25
4/11/2004,23.9,25.8,25.1
4/12/2004,25.2,26.8,25
4/13/2004,25.6,27.1,25.3
4/14/2004,26.3,28.5,26.3
4/15/2004,26.2,28.6,26.4
4/16/2004,26.4,28.6,26.6
4/17/2004,26.3,28.4,26.4
4/18/2004,26.4,28.7,26.6
4/19/2004,26.3,28.1,26
4/20/2004,25.8,27.2,25.7
4/21/2004,26.5,28.3,26.9
4/22/2004,24.8,26.3,25.5
4/23/2004,23.8,25.6,24.9
4/24/2004,23.2,25.2,24.8
4/25/2004,24.2,25.6,24.4
4/26/2004,25.2,26.1,25
4/27/2004,27,28.6,26.7
4/28/2004,26.8,28.3,26.9
4/29/2004,27,28.7,27
4/30/2004,27,28.5,27.1
5/1/2004,25.2,26.7,25.3
5/2/2004,26.8,28.4,26.7
5/3/2004,27.1,28.6,26.7
5/4/2004,26.7,28.3,26.6
5/5/2004,26,27.9,26.1
5/6/2004,20,27.1,25.5
5/7/2004,24.3,25.9,25.4
5/8/2004,22.8,24.5,24.9
5/9/2004,21.5,23.6,24.6
5/10/2004,20.3,22.9,24.6
5/11/2004,19.5,21.9,24.2
5/12/2004,18.5,21.4,24.7
5/13/2004,19.4,21,23.9
5/14/2004,20.7,21.5,24.3
5/15/2004,21,21.7,23.7
5/16/2004,20.8,21.6,23.8
5/17/2004,19.5,21.5,24
5/18/2004,18.8,20.9,23.9
5/19/2004,18,20.5,23.6
5/20/2004,17.1,20.3,24.1
5/21/2004,15.6,20,23.9
5/22/2004,15.6,19.3,23.3
5/23/2004,14,18.9,24
5/24/2004,13.7,18.4,23.2
5/25/2004,12.4,18.3,23.5
5/26/2004,12.8,17.6,22.7
5/27/2004,12.5,17.1,23.4
5/28/2004,11.8,16.8,23.1
5/29/2004,10.9,16.4,23
5/30/2004,10,15.6,22.9
5/31/2004,10.5,14.9,22.8
6/1/2004,10.8,14.9,21.9
6/2/2004,10.5,14.8,21.7
6/3/2004,9.1,14.6,21.9
6/4/2004,9.1,14.3,22.3
6/5/2004,8.6,14.2,22.2
6/6/2004,8.4,14,21.6
6/7/2004,8.1,13.5,21.7
6/8/2004,7.9,13.2,21.2
6/9/2004,6.4,12.8,21.2
6/10/2004,6.2,11.4,21.4
6/11/2004,6.2,11.4,21.3
6/12/2004,6,11,21
6/13/2004,5.5,10.8,20.3
6/14/2004,5.5,10.4,20.4
6/15/2004,4.3,10.2,20
6/16/2004,4.5,9.8,19.7
6/17/2004,4.2,9.3,19.2
6/18/2004,3.5,8.7,18.9
6/19/2004,3.8,8.4,19.2
6/20/2004,4.2,8.6,18.6
6/21/2004,3.4,8.2,18.6
6/22/2004,3.6,7.4,18.2
6/23/2004,3.6,7.4,17.9
6/24/2004,3.1,7,17.7
6/25/2004,1.8,6.9,17.9
6/26/2004,2.8,6.8,17.4
6/27/2004,2.3,5.9,17
6/28/2004,2.3,6,16.9
6/29/2004,3.2,6,16.9
6/30/2004,2.7,5.6,16.4
7/1/2004,3.6,5.5,16.5
7/2/2004,6.2,5.4,16.1
7/3/2004,6.6,5.7,16.3
7/4/2004,6.7,5.5,15.8
7/5/2004,5.4,5.7,15.5
7/6/2004,5.8,5.7,15.9
7/7/2004,5.8,5.6,15.5
7/8/2004,5.6,5.9,15.1
7/9/2004,5.3,5.9,15.5
7/10/2004,5,6,15.7
7/11/2004,3.8,5.6,14.6
7/12/2004,4.4,5.9,14.7
7/13/2004,3.5,5.9,14.6
7/14/2004,3.6,5.4,14.8
7/15/2004,2.5,5.2,14
7/16/2004,2.3,5.1,13.9
7/17/2004,3.4,5.1,14.1
7/18/2004,3,4.8,13.8
7/19/2004,3.8,4.9,13.6
7/20/2004,4.2,4.9,13.1
7/21/2004,4.2,4.7,14.1
7/22/2004,3.6,4.7,13.2
7/23/2004,4.7,4.8,13.6
7/24/2004,4.3,8.5,15.7
7/25/2004,5.3,7.2,14.1
7/26/2004,6.5,6.7,14.1
7/27/2004,6,6.5,14.5
7/28/2004,6.3,6.5,14.3
7/29/2004,0,-99.9,6.6
7/30/2004,0,-99.9,6.2
7/31/2004,0,-99.9,6.1
8/1/2004,0,-99.9,12
8/2/2004,0,-99.9,4.8
8/3/2004,0,-99.9,5.1
8/4/2004,0,-99.9,4.9
