date,in_2,in_8,in_20
12/28/2013,28.4,20.5,25.4
12/29/2013,28.4,20.4,25.3
12/30/2013,27.9,20.3,24.9
12/31/2013,28,20.4,25
1/1/2014,28,20.3,25.4
1/2/2014,28,20.4,24.8
1/3/2014,27.9,20.4,25
1/4/2014,27.9,20.2,24.9
1/5/2014,27.5,20.3,24.7
1/6/2014,27.7,20.1,24.8
1/7/2014,27.5,20.1,25.2
1/8/2014,27.5,19.9,24.8
1/9/2014,27.6,20,25.1
1/10/2014,27.5,19.9,25.3
1/11/2014,27.2,19.7,24.9
1/12/2014,27.1,19.8,25
1/13/2014,26.8,19.8,24.5
1/14/2014,26.8,19.8,24.5
1/15/2014,27.2,19.7,24.9
1/16/2014,27.3,19.7,25.1
1/17/2014,27.3,19.7,24.8
1/18/2014,26.9,19.7,24.6
1/19/2014,27.2,19.6,25
1/20/2014,26.6,19.7,24.5
1/21/2014,31.9,20.9,-99.9
1/22/2014,26.5,19.7,24.5
1/23/2014,26.3,19.7,24.2
1/24/2014,26.5,19.6,24.6
1/25/2014,26.6,19.6,24.8
1/26/2014,26.5,19.4,24.8
1/27/2014,26.3,19.5,24.7
1/28/2014,26.1,19.4,24.6
1/29/2014,25.7,19.6,24.2
1/30/2014,25.3,19.4,24.4
1/31/2014,25.2,19.5,24.3
2/1/2014,25.4,19.4,24.7
2/2/2014,24.7,19.1,24.1
2/3/2014,24.7,19.1,24.4
2/4/2014,24.6,19.1,24.5
2/5/2014,24.6,19.1,24.6
2/6/2014,24.3,19.1,24.1
2/7/2014,24.3,19.1,24.7
2/8/2014,23.9,19.1,24.1
2/9/2014,23.1,18.8,24.1
2/10/2014,22.2,19.1,24
2/11/2014,18.7,19,24.5
2/12/2014,18.6,18.9,24
2/13/2014,18.6,18.9,24.5
2/14/2014,18.6,19,24.2
2/15/2014,18.5,19,23.9
2/16/2014,20,19,24.4
2/17/2014,19.4,19.1,24
2/18/2014,19.7,18.9,24.3
2/19/2014,19.5,18.9,24.2
2/20/2014,19.9,18.9,24.3
2/21/2014,19.6,18.9,23.8
2/22/2014,19.7,19.1,24.3
2/23/2014,19.6,18.9,24.1
2/24/2014,19.9,18.9,23.8
2/25/2014,20.2,19,23.8
2/26/2014,20.3,19,24.2
2/27/2014,20.1,19.1,24
2/28/2014,20.5,19,23.7
3/1/2014,20.3,19.2,24
3/2/2014,20.4,19.1,23.9
3/3/2014,20.3,19.1,23.7
3/4/2014,20.1,19.2,23.6
3/5/2014,20,19.2,23.7
3/6/2014,19.9,19.2,23.8
3/7/2014,20.3,19.3,23.7
3/8/2014,20.1,19.1,23.5
3/9/2014,20.3,19.1,24.4
3/10/2014,-99.9,-99.9,-99.9
3/11/2014,20.4,19.1,23.8
3/12/2014,20.4,19.1,24
3/13/2014,21.1,19.4,24.3
3/14/2014,21,19.3,24.3
3/15/2014,21.3,19.3,24.1
3/16/2014,21.1,19.2,23.6
3/17/2014,21,19.4,23.6
3/18/2014,21.2,19.2,23.7
3/19/2014,21.6,19.3,24.2
3/20/2014,21.5,19.3,23.5
3/21/2014,21.6,19.3,23.8
3/22/2014,20.9,19.5,23.5
3/23/2014,21.7,19.4,24.1
3/24/2014,21.5,19.6,24
3/25/2014,21.7,19.5,24.2
3/26/2014,22,19.5,24.3
3/27/2014,23.2,19.7,23.6
3/28/2014,23.9,19.9,24.3
3/29/2014,23.9,19.9,24.2
3/30/2014,24.4,20,24.1
3/31/2014,24.3,20.2,23.9
4/1/2014,24.8,20.2,23.6
4/2/2014,25.2,20.3,24
4/3/2014,25.2,20.4,23.8
4/4/2014,25.5,20.7,23.8
4/5/2014,25.8,20.7,24.1
4/6/2014,26,21,24.2
4/7/2014,25.9,21.1,23.7
4/8/2014,26.5,21.7,23.7
4/9/2014,32.4,30,28.4
4/10/2014,33.2,30.8,30.5
4/11/2014,33.5,31.1,30.6
4/12/2014,33.8,31.2,30.6
4/13/2014,32.8,30.1,29.3
4/14/2014,32,29.2,28.8
4/15/2014,31.8,28.9,28.7
4/16/2014,33.4,30.6,30.2
4/17/2014,33.9,30.9,30.6
4/18/2014,34,30.9,30.6
4/19/2014,34,31.1,30.6
4/20/2014,34,31,30.6
4/21/2014,34.2,31.1,30.7
4/22/2014,34.2,31.1,30.6
4/23/2014,34.3,30.9,30.6
4/24/2014,34.1,30.9,30.3
4/25/2014,34.3,30.9,30.4
4/26/2014,34.2,30.8,30.2
4/27/2014,34.1,30.7,30.1
4/28/2014,32.3,29.4,29.1
4/29/2014,31.7,28.8,28.6
4/30/2014,31.3,28.4,28.5
5/1/2014,30.8,28,28.3
5/2/2014,33.5,30,28.8
5/3/2014,34,30.6,30.1
5/4/2014,34.1,30.7,30.2
5/5/2014,34,30.5,30.2
5/6/2014,34.1,30.6,30.1
5/7/2014,34,30.5,30.1
5/8/2014,33.6,30.2,29.7
5/9/2014,32,28.9,28.7
5/10/2014,31.7,28.5,28.5
5/11/2014,33.1,29,28.5
5/12/2014,31.8,28.6,28.5
5/13/2014,31.1,28.2,28.2
5/14/2014,31,27.9,28.2
5/15/2014,31.5,27.9,28.2
5/16/2014,34,30.2,29.1
5/17/2014,34.8,30.8,30
5/18/2014,33.9,30.4,30
5/19/2014,33.8,30.4,30
5/20/2014,33.6,30.2,29.7
5/21/2014,31.1,29.9,29.7
5/22/2014,30.4,29.5,29.4
5/23/2014,29.1,28.7,28.8
5/24/2014,30.2,28.9,28.6
5/25/2014,29.8,28.6,28.4
5/26/2014,31.3,30.2,29.4
5/27/2014,28.9,28.7,28.7
5/28/2014,27.2,27.6,28.3
5/29/2014,25.7,26.6,28
5/30/2014,26.9,26.1,27.8
5/31/2014,30.2,27.1,27.9
6/1/2014,29.1,26.7,27.9
6/2/2014,27.3,26.1,27.5
6/3/2014,26.2,25.2,27.5
6/4/2014,25,24.4,27.5
6/5/2014,23.8,23.9,27.1
6/6/2014,22.9,23.2,26.9
6/7/2014,22.2,22.6,26.6
6/8/2014,21.8,22,27
6/9/2014,20.5,21.3,26.2
6/10/2014,21.2,21.1,26.2
6/11/2014,20.2,20.4,26.2
6/12/2014,20.1,20,26.2
6/13/2014,19.3,19.6,26
6/14/2014,18.7,19.1,25.6
6/15/2014,17.8,18.6,25.6
6/16/2014,18.1,17.8,25.5
6/17/2014,17.6,17.3,24.9
6/18/2014,17,16.8,24.2
6/19/2014,16.4,16.3,24.6
6/20/2014,15.3,15.9,24.2
6/21/2014,14.7,15.3,24
6/22/2014,14.1,14.6,23.9
6/23/2014,13.3,14,23.6
6/24/2014,13.1,13.5,22.9
6/25/2014,12.4,13.1,23.1
6/26/2014,12.9,12.4,22.8
6/27/2014,12.1,11.9,22.2
6/28/2014,10.7,11.3,21.9
6/29/2014,10.2,10.9,21.1
6/30/2014,10.7,10.5,21.2
7/1/2014,10.1,10.1,21.1
7/2/2014,10,9.4,20.5
7/3/2014,9,9.1,19.6
7/4/2014,9,8.6,19.3
7/5/2014,8.8,8.4,18.7
7/6/2014,-99.9,-99.9,-99.9
7/7/2014,8.4,7.8,18.2
7/8/2014,8.5,7.9,18.2
7/9/2014,8.1,7.3,17.7
7/10/2014,8.3,7,17.1
7/11/2014,7,7.1,16.5
7/12/2014,7.7,7.1,16
7/13/2014,8.6,7.2,16.2
7/14/2014,9,7.2,16.1
7/15/2014,9,7.2,16.3
7/16/2014,8.9,7,15.4
7/17/2014,9.1,7.1,15.9
7/18/2014,8.2,7,14.5
7/19/2014,8.2,6.9,14.8
7/20/2014,8.7,6.8,14.7
7/21/2014,9.1,6.7,13.9
7/22/2014,8.3,6.7,14
7/23/2014,8.5,6.5,14.3
7/24/2014,8.6,6.4,14.2
7/25/2014,8.1,6.4,13.7
7/26/2014,7.9,6.3,13.9
7/27/2014,7.6,6.1,13.4
7/28/2014,7.6,6.3,13.1
7/29/2014,8.2,6.5,12.6
7/30/2014,9.1,6.7,12.9
7/31/2014,16,6.1,13.5
8/1/2014,17.6,6.1,12.4
8/2/2014,20.4,6.1,12.8
8/3/2014,21,6,12.5
8/4/2014,20.1,6.8,12.8
8/5/2014,20.4,6.5,12.6
8/6/2014,22.6,6.6,13.3
8/7/2014,22.7,6.7,13.6
8/8/2014,20.7,6.6,13.1
8/9/2014,19.2,6.7,13.2
8/10/2014,18.4,6.7,13.1
8/11/2014,16.7,6.7,13
8/12/2014,16.6,6.7,13.7
8/13/2014,14.8,6.5,12.7
8/14/2014,13.7,6.7,13.5
8/15/2014,13.7,6.5,13.1
8/16/2014,13.4,6.7,13
8/17/2014,12.2,6.7,13.5
8/18/2014,11.8,6.6,13.4
8/19/2014,11.5,6.4,13.1
8/20/2014,10.8,6.3,12.7
8/21/2014,11,6.5,13.1
8/22/2014,11.5,6.3,13
8/23/2014,11,6.3,13.3
8/24/2014,20,5.7,12.8
8/25/2014,23.4,5.8,12.9
8/26/2014,23.4,6.2,12.9
8/27/2014,24.2,6,12.8
8/28/2014,29.9,6.3,13
8/29/2014,30.5,6.2,12.6
8/30/2014,28.7,6.3,12.9
8/31/2014,27.3,6.3,12.9
9/1/2014,26,6.5,12.7
9/2/2014,24.2,6.9,12.4
9/3/2014,22.7,6.9,12.7
9/4/2014,21,7.1,12.6
9/5/2014,19.7,6.7,12.8
9/6/2014,21.2,6.8,12.7
9/7/2014,20.4,6.7,13
9/8/2014,19.4,6.7,12.6
9/9/2014,18.9,6.8,12.7
9/10/2014,31.3,6.5,12.4
9/11/2014,32.9,7.8,12.7
9/12/2014,30.8,9.3,12.7
9/13/2014,29.1,9.6,12.7
9/14/2014,27.6,9.7,12.5
9/15/2014,26,9.6,12.6
9/16/2014,25.2,9.8,12.4
9/17/2014,24,9.9,12.6
9/18/2014,22.8,9.3,12.7
9/19/2014,21.7,9.2,12.9
9/20/2014,20.4,9.1,12.3
9/21/2014,19.3,8.7,12.8
9/22/2014,29,8.8,13
9/23/2014,35.4,9.2,12.8
9/24/2014,34.8,10.4,12.7
9/25/2014,33,10.9,12.7
9/26/2014,31.4,11.4,12.9
9/27/2014,29.7,11.4,12.8
9/28/2014,28,11.3,12.7
9/29/2014,30.9,11.2,12.8
9/30/2014,37.5,16,12.7
10/1/2014,37.6,26,12.7
10/2/2014,37.7,26.5,12.2
10/3/2014,37,25.9,12.6
10/4/2014,36.1,24.2,12.3
10/5/2014,35.3,23.1,12.4
10/6/2014,34.1,22.2,12.7
10/7/2014,33.6,21.2,12.8
10/8/2014,32.7,20.8,12.7
10/9/2014,31.9,20.2,12.9
10/10/2014,36.2,20.5,13.4
10/11/2014,36.8,21.8,13.1
10/12/2014,36,22.3,13.5
10/13/2014,36.9,23.8,13.5
10/14/2014,36.9,26.6,13.4
10/15/2014,37.6,27,13.5
10/16/2014,36.8,25.7,13.3
10/17/2014,36.1,24.7,14
10/18/2014,35.3,23.9,14.4
10/19/2014,34.7,23.3,14.9
10/20/2014,34,22.6,15
10/21/2014,33.7,22.1,15.1
10/22/2014,35.8,22,15.5
10/23/2014,37.7,27.7,15.7
10/24/2014,36.9,26.4,15.5
10/25/2014,36.1,25.3,16.1
10/26/2014,35.6,24.4,16.1
10/27/2014,35.7,23.8,16.7
10/28/2014,34.6,23.7,16.8
10/29/2014,33.4,22.7,16.9
10/30/2014,32.9,22.2,17
10/31/2014,33.4,22,16.9
11/1/2014,33.6,21.8,16.8
11/2/2014,33.1,21.6,17.4
11/3/2014,34,21.5,17.2
11/4/2014,33.9,21.6,17
11/5/2014,33.2,21.5,17.5
11/6/2014,33,21.1,17.4
11/7/2014,33.2,21.1,17.5
11/8/2014,33.7,21.1,17.5
11/9/2014,33.2,21.1,17.5
11/10/2014,33.4,21.2,17.3
11/11/2014,33.2,21.3,17.6
11/12/2014,31.4,21,17.9
11/13/2014,30.5,20.7,17.2
11/14/2014,30.2,20.4,17.6
11/15/2014,30.1,19.9,17.3
11/16/2014,30.7,19.6,17.6
11/17/2014,31,19.7,17.5
11/18/2014,31.1,19.8,17.6
11/19/2014,31.2,19.7,17.6
11/20/2014,31.4,19.6,17.5
11/21/2014,31.2,19.9,17.8
11/22/2014,31.2,19.9,17.8
11/23/2014,31.3,19.7,17.3
11/24/2014,31.6,19.7,17.3
11/25/2014,31.1,19.6,17.5
11/26/2014,31.5,19.5,17.7
11/27/2014,31.3,19.6,17.3
11/28/2014,31.5,19.6,17.2
11/29/2014,31.4,19.6,17.7
11/30/2014,31.5,19.6,17.7
12/1/2014,31.8,19.6,17.6
12/2/2014,31.8,19.8,17.5
12/3/2014,31.9,19.7,17.5
12/4/2014,31.8,19.9,17.6
12/5/2014,31.9,19.8,17.8
12/6/2014,32.1,19.7,17.5
12/7/2014,32.2,20,17.6
12/8/2014,32.3,19.7,17.5
12/9/2014,32.2,20.1,17.4
12/10/2014,32.2,20,17.9
12/11/2014,31.9,19.8,17.3
12/12/2014,31.7,19.9,17.7
12/13/2014,31.6,19.7,17.9
12/14/2014,31.6,19.6,17.5
12/15/2014,31.8,19.7,17.5
12/16/2014,31.7,19.6,17.7
12/17/2014,31.4,19.8,17.7
12/18/2014,31.6,19.7,17.5
12/19/2014,31.3,19.4,17.6
12/20/2014,31.5,19.4,17.7
12/21/2014,31.3,19.4,17.7
12/22/2014,31.2,19.3,17.7
12/23/2014,30.9,19.2,17.6
12/24/2014,30.8,19.2,18.1
12/25/2014,30.5,19.2,18.1
12/26/2014,30.1,19.2,17.7
12/27/2014,30.1,19.1,18.1
12/28/2014,29.8,19.1,17.6
12/29/2014,30.2,18.9,17.7
12/30/2014,29.9,19.1,17.5
12/31/2014,29.8,19,17.6
1/1/2015,29.8,18.9,17.9
1/2/2015,29.8,18.9,18.1
1/3/2015,29.3,19,17.6
1/4/2015,29.4,18.8,17.9
1/5/2015,29,18.7,17.7
1/6/2015,28.9,18.6,17.6
1/7/2015,28.6,18.6,17.6
1/8/2015,28.8,18.5,18
1/9/2015,28.5,18.6,17.8
1/10/2015,28.6,18.5,17.6
1/11/2015,28.6,18.4,17.7
1/12/2015,29.6,18.3,17.6
1/13/2015,29.6,18.2,17.9
1/14/2015,29.5,18.2,17.9
1/15/2015,29.6,18.3,17.5
1/16/2015,29.6,18.3,17.8
1/17/2015,29.4,18.3,17.9
1/18/2015,29.3,18.2,17.5
1/19/2015,29.1,18,17.6
1/20/2015,29.2,18.1,17.7
1/21/2015,28.9,18.3,17.6
1/22/2015,29.2,18.1,17.9
1/23/2015,29.1,17.9,17.7
1/24/2015,28.8,17.8,17.6
1/25/2015,28.6,17.8,17.4
1/26/2015,28.3,17.8,17.7
1/27/2015,28.5,17.8,18
1/28/2015,28.2,17.9,18
1/29/2015,28.2,17.6,17.7
1/30/2015,28,17.6,17.5
1/31/2015,28.3,17.8,17.6
2/1/2015,28.3,17.7,17.7
2/2/2015,28.1,17.6,17.7
2/3/2015,28.5,17.8,17.7
2/4/2015,28.2,17.8,17.9
2/5/2015,28.2,17.8,18.1
2/6/2015,27.9,17.8,17.5
2/7/2015,28.3,17.8,17.8
2/8/2015,28.4,17.7,18
2/9/2015,28.6,17.6,17.6
2/10/2015,28.8,17.8,18
2/11/2015,28.8,17.7,18
2/12/2015,28.5,17.8,17.8
2/13/2015,28.8,17.7,18
2/14/2015,28.7,17.8,18
2/15/2015,28.4,17.7,17.7
2/16/2015,28.7,17.9,17.5
2/17/2015,28.7,17.7,17.6
2/18/2015,28.7,17.6,18
2/19/2015,28.5,17.8,17.7
2/20/2015,28.2,17.6,18.1
2/21/2015,28,17.8,17.9
2/22/2015,27.8,17.6,17.5
2/23/2015,27.4,17.6,17.7
2/24/2015,27.3,17.7,17.7
2/25/2015,27.3,17.4,17.5
2/26/2015,27.6,17.4,17.9
2/27/2015,27.4,17.4,17.7
2/28/2015,26.8,17.3,17.7
3/1/2015,26.4,17.2,17.9
3/2/2015,26.3,17.2,17.6
3/3/2015,25.7,17.3,17.6
3/4/2015,26,17.2,17.6
3/5/2015,26.2,17.1,17.9
3/6/2015,25.9,17.1,17.5
3/7/2015,25.7,17.1,18
3/8/2015,25.3,17.2,17.9
3/9/2015,19.1,17,17.9
3/10/2015,19.2,17,17.8
3/11/2015,18.9,17.1,17.6
3/12/2015,18.9,17,17.6
3/13/2015,20.7,17,17.6
3/14/2015,20.8,17.1,17.9
3/15/2015,20.2,17.3,17.6
3/16/2015,20.6,17,17.7
3/17/2015,21.9,17.2,17.7
3/18/2015,23.6,17.3,17.6
3/19/2015,25.2,17.4,17.9
3/20/2015,26.3,18.1,17.7
3/21/2015,27.7,18.5,17.7
3/22/2015,29.6,19.6,17.8
3/23/2015,31.3,25.8,17.9
3/24/2015,31.8,27.9,18
3/25/2015,31.5,27.3,18.2
3/26/2015,31.4,27.1,19.1
3/27/2015,31.3,26.9,19.8
3/28/2015,33,29,23.9
3/29/2015,33.4,29.8,26.9
3/30/2015,33.6,30,27.4
3/31/2015,33.8,30.3,27.5
4/1/2015,34,30.5,27.7
4/2/2015,33.4,29.3,27.1
4/3/2015,32.7,28.4,26.8
4/4/2015,33.6,29.5,26.9
4/5/2015,34,30.5,28
4/6/2015,34.2,30.5,28
4/7/2015,34.4,30.6,28
4/8/2015,34.4,30.6,27.9
4/9/2015,34.5,30.6,28
4/10/2015,34.6,30.5,28.1
4/11/2015,34.4,30.2,27.6
4/12/2015,34.8,30.7,28
4/13/2015,34.5,30.5,28
4/14/2015,34.8,30.6,28.3
4/15/2015,34.8,30.8,28.4
4/16/2015,34.5,30.4,28
4/17/2015,33.1,28.3,27.1
4/18/2015,32.3,27.3,26.8
4/19/2015,32,26.9,26.5
4/20/2015,31.8,26.6,26.5
4/21/2015,32.4,27.1,26.4
4/22/2015,34.2,28.7,26.6
4/23/2015,34.3,28.8,26.9
4/24/2015,33.9,28.4,26.7
4/25/2015,33.6,28,26.7
4/26/2015,33.4,27.7,26.7
4/27/2015,33.5,27.7,26.8
4/28/2015,33.4,27.6,26.7
4/29/2015,35.2,30.7,28.4
4/30/2015,35.2,30.9,28.7
5/1/2015,35.1,30.9,28.6
5/2/2015,35,30.6,28.4
5/3/2015,34.9,30.2,28.2
5/4/2015,35.2,29.9,27.5
5/5/2015,35,29.5,27.6
5/6/2015,36.5,31.5,29
5/7/2015,36,30.9,28.6
5/8/2015,35.3,29.7,27.8
5/9/2015,35.4,29.3,27.4
5/10/2015,35.1,29.3,27.5
5/11/2015,35.7,30.1,27.6
5/12/2015,35.7,30.2,28.1
5/13/2015,34.3,28.7,27.3
5/14/2015,33.2,27.8,27.2
5/15/2015,33.1,27,26.9
5/16/2015,35.9,30.5,27.2
5/17/2015,35.6,29.8,27.5
5/18/2015,35.7,30.5,28.3
5/19/2015,36.1,30.3,27.6
5/20/2015,36,30.7,28.4
5/21/2015,35.6,30.4,28.3
5/22/2015,35,28.9,27.6
5/23/2015,35.7,29.8,27.6
5/24/2015,34.8,29.3,27.8
5/25/2015,35.3,29.3,27.5
5/26/2015,35.7,30.5,28.4
5/27/2015,34.2,28.9,27.6
5/28/2015,34,29.1,27.3
5/29/2015,30.2,28.6,27.4
5/30/2015,32.1,27.7,27.4
5/31/2015,27.2,26.7,27
6/1/2015,25.9,25.9,27
6/2/2015,30.1,25.3,26.8
6/3/2015,25.7,25.3,26.7
6/4/2015,23.8,24.6,26.6
6/5/2015,22.2,23.9,26.5
6/6/2015,29.3,23.1,26.4
6/7/2015,31.1,24,26.5
6/8/2015,28.7,24.1,26.3
6/9/2015,23.9,23.7,26.2
6/10/2015,22.5,23.3,26.2
6/11/2015,26.2,22.6,26.1
6/12/2015,34.5,31.1,26.2
6/13/2015,32.6,29,26.5
6/14/2015,31.2,27.4,26.7
6/15/2015,30.6,26.4,26.6
6/16/2015,26.1,25.6,26.4
6/17/2015,28.9,26.2,26.4
6/18/2015,26.7,25.9,26.6
6/19/2015,24.6,24.7,26.5
6/20/2015,22.5,23.8,26.5
6/21/2015,20.9,22.8,26.3
6/22/2015,19.5,21.9,26.1
6/23/2015,18.2,20.9,26.1
6/24/2015,17.2,19.9,25.9
6/25/2015,16.2,19.1,25.5
6/26/2015,15.8,18.3,25.1
6/27/2015,15.2,17.6,25
6/28/2015,14.3,17.1,25
6/29/2015,12.8,16.1,24.6
6/30/2015,12.4,15.4,24
7/1/2015,12.1,14.8,24.1
7/2/2015,10.9,14,23.7
7/3/2015,10.7,13.8,23.4
7/4/2015,10.5,13.5,23
7/5/2015,11.2,13,22.8
7/6/2015,11.1,12.9,22.4
7/7/2015,13.8,12.9,22.3
7/8/2015,20.7,12.8,22.1
7/9/2015,26.3,13.3,22.4
7/10/2015,25.6,13.6,22
7/11/2015,23.5,14,22.1
7/12/2015,23.3,14.1,21.4
7/13/2015,24.2,14.3,21.4
7/14/2015,22.9,14.5,21.1
7/15/2015,23.7,14.6,21.1
7/16/2015,22.2,14.4,21
7/17/2015,22.4,14.5,20.7
7/18/2015,19.4,14.4,20.6
7/19/2015,19.3,14.5,20.7
7/20/2015,19.3,14.2,20.4
7/21/2015,30.3,14.4,20.3
7/22/2015,31,14.9,20
7/23/2015,29.3,15.4,20.1
7/24/2015,27.5,15.8,19.9
7/25/2015,34.5,27.3,19.9
7/26/2015,31.3,25.2,19.8
7/27/2015,30.5,23.7,20
7/28/2015,28.7,22.5,19.5
7/29/2015,26.2,21,19.6
7/30/2015,21.6,20,19.6
7/31/2015,20,18.9,19.4
8/1/2015,19,18.1,19.4
8/2/2015,18.6,17.3,19.6
8/3/2015,22.8,16.9,19.2
8/4/2015,27.7,16.8,19.7
8/5/2015,26.1,29.2,19.2
8/6/2015,24.2,19.5,19.1
8/7/2015,24.5,20.7,19
8/8/2015,27.6,20.3,18.9
8/9/2015,23.3,21.2,18.6
8/10/2015,21.4,20.5,18.8
8/11/2015,20,20.4,18.5
8/12/2015,23.9,20.4,18.5
8/13/2015,29.4,20.4,18.6
8/14/2015,27,20.3,18.5
8/15/2015,22.1,20.8,18.4
8/16/2015,20.5,20.9,18.1
8/17/2015,18.9,22.3,18
8/18/2015,18.1,21.6,18
8/19/2015,17.6,18.6,17.6
8/20/2015,16.2,21.6,17.3
8/21/2015,14.6,22.1,16.9
8/22/2015,13.2,22,16.6
8/23/2015,12.5,21.4,16.4
8/24/2015,11.3,21.9,16.4
8/25/2015,10,20.4,16.1
8/26/2015,9.1,21.9,16.3
8/27/2015,8.1,22.2,16
8/28/2015,17.6,20.5,16.2
8/29/2015,17.9,22.3,16
8/30/2015,19.4,22,16
8/31/2015,18.8,22.2,15.9
9/1/2015,19.9,22.1,15.4
9/2/2015,19.9,22.1,15.2
9/3/2015,20.4,21.2,15.4
9/4/2015,26.6,22,15.6
9/5/2015,34,21.8,15.2
9/6/2015,32.4,21.8,15.1
9/7/2015,30.6,21.9,15.6
9/8/2015,32.6,21.6,15.4
9/9/2015,30.2,21.8,15.1
9/10/2015,28,21.2,15.1
9/11/2015,26.1,19.9,14.9
9/12/2015,24.4,20.6,15
9/13/2015,23.1,19.6,14.6
9/14/2015,21.2,21.7,14.9
9/15/2015,19.9,21.3,15.2
9/16/2015,27.1,21.1,15
9/17/2015,26.5,21.6,15.1
9/18/2015,25,21.8,14.8
9/19/2015,23.4,22.1,14.9
9/20/2015,21.6,21.8,14.7
9/21/2015,20.5,20.1,14.9
9/22/2015,19.2,20.1,14.4
9/23/2015,18.2,21.4,14.7
9/24/2015,16.9,21.3,14.8
9/25/2015,23.9,21.8,14.5
9/26/2015,23.5,21.6,14.4
9/27/2015,23.8,21.8,13.7
9/28/2015,22.9,21.9,14.2
9/29/2015,22.7,21.2,13.9
9/30/2015,21.8,21.5,14.2
10/1/2015,21.3,21.7,13.8
10/2/2015,21.1,21.5,13.7
10/3/2015,20.2,21.2,13.9
10/4/2015,20.5,21.8,13.4
10/5/2015,20,20.4,13.7
10/6/2015,15.6,20.2,13.6
10/7/2015,17.1,20.3,13.4
10/8/2015,18.3,20.8,13.3
10/9/2015,12.4,20.6,13.2
10/10/2015,19.9,20.4,13.3
10/11/2015,19.6,20.4,12.8
10/12/2015,20,20.3,13.1
10/13/2015,20.2,20.3,12.9
10/14/2015,20.7,20.2,13.3
10/15/2015,20.5,20.1,13.1
10/16/2015,20.4,20,12.6
10/17/2015,20.3,19.9,13.1
10/18/2015,16.6,19.7,12.6
10/19/2015,15.6,19.7,12.8
10/20/2015,18.1,19.3,12.5
10/21/2015,21.8,19.6,12.6
10/22/2015,23.2,19.8,12.1
10/23/2015,23.4,19.7,12.1
10/24/2015,26.4,17.7,11.9
10/25/2015,27.7,18,12.3
10/26/2015,29.1,6,11.8
10/27/2015,32.5,18,12.1
10/28/2015,29.1,16.6,12.8
10/29/2015,27.7,17.4,11.7
10/30/2015,27.3,15.1,12.3
10/31/2015,28.8,16.1,12
11/1/2015,27.1,15.9,12.3
11/2/2015,27.4,11.1,12.4
11/3/2015,28.3,11.5,12.2
11/4/2015,28.3,12,12.2
11/5/2015,27.3,12.3,12.4
11/6/2015,28.6,12.3,12
11/7/2015,29.4,12.4,12
11/8/2015,29.9,15.6,11.9
11/9/2015,29.5,15,12
11/10/2015,29.1,16.2,12.3
11/11/2015,28.3,15.2,11.9
11/12/2015,29,15.6,12.2
11/13/2015,29,15.7,12.1
11/14/2015,28.9,15.4,12.4
11/15/2015,28.3,15.3,12.4
11/16/2015,27.6,14.9,12.5
11/17/2015,27.8,15.4,12.5
11/18/2015,27.9,14.6,12.7
11/19/2015,30.5,15.4,12.6
11/20/2015,29.8,13.6,12.2
11/21/2015,29.8,15.3,12.6
11/22/2015,29.9,15.3,12.3
11/23/2015,29.5,15.2,12.4
11/24/2015,29.6,15.1,12.6
11/25/2015,29.2,14.6,12.5
11/26/2015,29.2,14.4,12.1
11/27/2015,29.2,14,12.3
11/28/2015,29.1,13.9,12.6
11/29/2015,29.1,13.9,12.6
11/30/2015,29.3,13.6,12.3
12/1/2015,29.3,13.2,12.3
12/2/2015,29.3,12.9,12.5
12/3/2015,28.9,12.9,12.5
12/4/2015,28.3,12.5,12.8
12/5/2015,27.5,12.5,12.4
12/6/2015,27.5,13.7,27
12/7/2015,27.5,10.8,12.7
12/8/2015,26.9,12.4,12.6
12/9/2015,26.2,11.6,12.9
12/10/2015,25.8,9.4,12.7
12/11/2015,25.4,8.6,12.6
12/12/2015,25.8,10.4,12.8
12/13/2015,26.2,9.6,12.7
12/14/2015,26.9,9.5,12.9
12/15/2015,26.8,7.4,12.9
12/16/2015,26.8,9.6,12.7
12/17/2015,27,8.4,12.6
12/18/2015,27.3,9.3,12.9
12/19/2015,26.9,9.6,12.8
12/20/2015,26.5,9.5,12.6
12/21/2015,26.3,9.4,13
12/22/2015,26.4,9.5,12.9
12/23/2015,26.1,7.1,12.9
12/24/2015,26.4,5.8,12.7
12/25/2015,26.6,13.3,13
12/26/2015,26.7,0,13.1
12/27/2015,27,0,13
12/28/2015,27.3,0,13.2
12/29/2015,27.1,0,12.9
12/30/2015,27,0,13
12/31/2015,27,0,12.8
1/1/2016,27.2,0,13.3
1/2/2016,27.2,0,12.9
1/3/2016,26.8,0,13.2
1/4/2016,26.6,5.2,12.9
1/5/2016,26.2,22.3,13.3
1/6/2016,25.5,0,13.2
1/7/2016,25.5,0,13.3
1/8/2016,25.4,0,13.2
1/9/2016,25.6,0,12.9
1/10/2016,25.9,12.1,13
1/11/2016,26.3,0,13.3
1/12/2016,26.5,0,13
1/13/2016,26.2,10.5,13.2
1/14/2016,26.2,9.9,13
1/15/2016,25.9,1.2,12.9
1/16/2016,25.9,0.5,13.1
1/17/2016,26,13,13.2
1/18/2016,25.6,7.4,13.2
1/19/2016,25.3,9.6,13.2
1/20/2016,25.2,9,13.4
1/21/2016,25.2,9.4,13.1
1/22/2016,25.5,7.1,13.6
1/23/2016,25.6,11,13.1
1/24/2016,25.4,11.9,12.9
1/25/2016,25.2,9.6,13.2
1/26/2016,25.4,12.9,13.1
